ts,gen_kw,fc_ghi,fc_dni,fc_dhi,fc_temp,fc_wind,fc_cloud,fc_rh,fc_pressure,fc_rain,sun_elev,sun_az,cs_ghi,csi,hour_sin,hour_cos,doy_sin,doy_cos,gen_lag_1,gen_lag_2,gen_lag_4,gen_lag_96,gen_lag_192,gen_roll_mean_4,gen_roll_max_96,capacity_kw
2020-01-01 03:30:00+09:30,0.0,0.0,0.0,0.0,25.85,11.15,5.5,30.5,949.3,0.0,-27.163475008696167,135.01260748529774,0.0,0.0,0.7933533402912352,0.6087614290087207,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 03:45:00+09:30,0.0,0.0,0.0,0.0,25.575,10.825,2.75,30.75,949.4,0.0,-24.68239619461432,132.34901050793053,0.0,0.0,0.8314696123025451,0.5555702330196024,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 04:00:00+09:30,0.0,0.0,0.0,0.0,25.3,10.5,0.0,31.0,949.5,0.0,-22.09737209764966,129.86157359438988,0.0,0.0,0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 04:15:00+09:30,0.0,0.0,0.0,0.0,25.05,10.325,0.0,31.0,949.6,0.0,-19.41995086712192,127.53671559058489,0.0,0.0,0.8968727415326884,0.44228869021900125,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 04:30:00+09:30,0.0,0.0,0.0,0.0,24.8,10.15,0.0,31.0,949.7,0.0,-16.660385491272393,125.36109592961645,0.0,0.0,0.9238795325112867,0.38268343236508984,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 04:45:00+09:30,0.0,0.0,0.0,0.0,24.55,9.975000000000001,0.0,31.0,949.8,0.0,-13.827743778958519,123.32192214942324,0.0,0.0,0.9469301294951056,0.3214394653031617,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 05:00:00+09:30,0.0,0.0,0.0,0.0,24.3,9.8,0.0,31.0,949.9,0.0,-10.930026341687668,121.40713418365726,0.0,0.0,0.9659258262890683,0.25881904510252074,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 05:15:00+09:30,0.0,5.0,23.0,3.0,24.375,9.525,0.0,30.5,950.15,0.0,-7.9742827614835115,119.60549850934126,0.0,1.5,0.9807852804032304,0.19509032201612833,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 05:30:00+09:30,0.0,10.0,46.0,6.0,24.450000000000003,9.25,0.0,30.0,950.4,0.0,-4.966723029055748,117.90664071507445,0.0,1.5,0.9914448613738104,0.1305261922200517,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 05:45:00+09:30,0.0,15.0,69.0,9.0,24.525000000000002,8.975,0.0,29.5,950.65,0.0,-1.9128203482180293,116.30103606937683,0.0,1.5,0.9978589232386035,0.06540312923014327,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 06:00:00+09:30,0.014188886620104334,20.0,92.0,12.0,24.6,8.7,0.0,29.0,950.9,0.0,1.5043195221206687,114.77997257681551,1.3893313402677596,1.5,1.0,6.123233995736766e-17,0.017213356155834685,0.9998518392091162,0.0,0.0,0.0,,,0.0,,3.8627140267690234
2020-01-01 06:15:00+09:30,0.06439999490976334,61.5,197.0,24.75,25.175,9.575,0.0,27.5,951.175,0.0,4.482627166023986,113.33549857555329,20.098062866389903,1.5,0.9978589232386035,-0.06540312923014314,0.017213356155834685,0.9998518392091162,0.014188886620104334,0.0,0.0,,,0.0035472216550260834,,3.8627140267690234
2020-01-01 06:30:00+09:30,0.10781110574801567,103.0,302.0,37.5,25.75,10.45,0.0,26.0,951.45,0.0,7.590019677043021,111.96036145153465,60.43844130041421,1.5,0.9914448613738104,-0.1305261922200516,0.017213356155834685,0.9998518392091162,0.06439999490976334,0.014188886620104334,0.0,,,0.01964722038246692,,3.8627140267690234
2020-01-01 06:45:00+09:30,0.14960002402464667,144.5,407.0,50.25,26.325,11.325,0.0,24.5,951.725,0.0,10.756742998888942,110.64794181213722,112.9199151892374,1.279667982019283,0.9807852804032304,-0.1950903220161282,0.017213356155834685,0.9998518392091162,0.10781110574801567,0.06439999490976334,0.0,,,0.046599996819470836,,3.8627140267690234
2020-01-01 07:00:00+09:30,0.20179997384548334,186.0,512.0,63.0,26.9,12.2,0.0,23.0,952.0,0.0,13.962591642157596,109.39218727230298,171.5188023301871,1.0844292140166387,0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162,0.14960002402464667,0.10781110574801567,0.014188886620104334,,,0.0840000028256325,,3.8627140267690234
2020-01-01 07:15:00+09:30,0.34246666232745,244.25,565.325,69.75,27.549999999999997,13.575,0.25,22.5,952.15,0.0,17.198880684284898,108.1875468413715,233.17482247301908,1.0474973130011171,0.9469301294951057,-0.3214394653031616,0.017213356155834685,0.9998518392091162,0.20179997384548334,0.14960002402464667,0.06439999490976334,,,0.13090277463197725,,3.8627140267690234
2020-01-01 07:30:00+09:30,0.5011222163836168,302.5,618.65,76.5,28.2,14.95,0.5,22.0,952.3,0.0,20.46063813333503,107.02890609243929,296.20307941844663,1.0212587951277092,0.9238795325112868,-0.3826834323650895,0.017213356155834685,0.9998518392091162,0.34246666232745,0.20179997384548334,0.10781110574801567,,,0.20041944148639892,,3.8627140267690234
2020-01-01 07:45:00+09:30,0.6682555476824467,360.75,671.9749999999999,83.25,28.85,16.325,0.75,21.5,952.45,0.0,23.744444652401974,105.91152391858213,359.55781547984947,1.0033156963048058,0.8968727415326884,-0.44228869021900113,0.017213356155834685,0.9998518392091162,0.5011222163836168,0.34246666232745,0.14960002402464667,,,0.2987472191452992,,3.8627140267690234
2020-01-01 08:00:00+09:30,1.01137777169545,419.0,725.3,90.0,29.5,17.7,1.0,21.0,952.6,0.0,27.047674631759772,104.83096940186226,422.5129835720339,0.9916855014907845,0.8660254037844387,-0.4999999999999998,0.017213356155834685,0.9998518392091162,0.6682555476824467,0.5011222163836168,0.20179997384548334,,,0.4284111000597492,,3.8627140267690234
2020-01-01 08:15:00+09:30,1.4981111288070668,475.75,751.925,94.5,30.175,16.025,0.75,20.5,952.675,0.0,30.368177410818163,103.78305670236932,484.51608232360377,0.9819075513828889,0.8314696123025451,-0.5555702330196023,0.017213356155834685,0.9998518392091162,1.01137777169545,0.6682555476824467,0.34246666232745,,,0.6308055495222409,,3.8627140267690234
2020-01-01 08:30:00+09:30,1.8994333346684666,532.5,778.55,99.0,30.85,14.35,0.5,20.0,952.75,0.0,33.704120625897595,102.76377622217376,545.1166775244294,0.9768550880121183,0.7933533402912352,-0.6087614290087207,0.017213356155834685,0.9998518392091162,1.4981111288070668,1.01137777169545,0.5011222163836168,,,0.9197166661421451,,3.8627140267690234
2020-01-01 08:45:00+09:30,2.150644461313867,589.25,805.175,103.5,31.525000000000002,12.675,0.25,19.5,952.825,0.0,37.053903231277225,101.76921756997865,603.9293351942581,0.9756936211923927,0.7518398074789774,-0.6593458151000688,0.017213356155834685,0.9998518392091162,1.8994333346684666,1.4981111288070668,0.6682555476824467,,,1.2692944457133575,,3.8627140267690234
2020-01-01 09:00:00+09:30,2.362433433532733,646.0,831.8,108.0,32.2,11.0,0.0,19.0,952.9,0.0,40.4161030431339,100.79547786505714,660.6134904645186,0.977878910020074,0.7071067811865476,-0.7071067811865475,0.017213356155834685,0.9998518392091162,2.150644461313867,1.8994333346684666,1.01137777169545,,,1.6398916741212126,,3.8627140267690234
2020-01-01 09:15:00+09:30,2.565933465957633,694.75,847.9,110.5,32.775000000000006,11.0,0.75,18.75,952.875,0.0,43.78944025994573,99.8385466839353,714.86209614429,0.9718657678833897,0.659345815100069,-0.7518398074789773,0.017213356155834685,0.9998518392091162,2.362433433532733,2.150644461313867,1.4981111288070668,,,1.9776555895805332,,3.8627140267690234
2020-01-01 09:30:00+09:30,2.7471332550049,743.5,864.0,113.0,33.35,11.0,1.5,18.5,952.8499999999999,0.0,47.17275069967308,98.89415183921346,765.6850232897799,0.9710259145536613,0.6087614290087209,-0.793353340291235,0.017213356155834685,0.9998518392091162,2.565933465957633,2.362433433532733,1.8994333346684666,,,2.244611173868175,,3.8627140267690234
2020-01-01 09:45:00+09:30,2.9301998615264666,792.25,880.1,115.5,33.925,11.0,2.25,18.25,952.8249999999999,0.0,50.56496612853356,97.95753980144582,814.2397009973504,0.9729935779716765,0.5555702330196025,-0.831469612302545,0.017213356155834685,0.9998518392091162,2.7471332550049,2.565933465957633,2.150644461313867,,,2.456536153952283,,3.8627140267690234
2020-01-01 10:00:00+09:30,3.1201776663462333,841.0,896.2,118.0,34.5,11.0,3.0,18.0,952.8,0.0,53.96509656377844,97.0231463262308,859.5870803096634,0.9783767337417781,0.49999999999999994,-0.8660254037844387,0.017213356155834685,0.9998518392091162,2.9301998615264666,2.7471332550049,2.362433433532733,,,2.651425004005433,,3.8627140267690234
2020-01-01 10:15:00+09:30,3.2848000526428334,877.0,904.6750000000001,120.25,34.95,10.1,15.0,18.0,952.6999999999999,0.0,57.37221414992479,96.08407396169008,901.5110318782316,0.9728111681260686,0.4422886902190017,-0.8968727415326881,0.017213356155834685,0.9998518392091162,3.1201776663462333,2.9301998615264666,2.565933465957633,,,2.840861062208808,,3.8627140267690234
2020-01-01 10:30:00+09:30,3.3842666943868003,913.0,913.1500000000001,122.5,35.4,9.2,27.0,18.0,952.5999999999999,0.0,60.78543821165447,95.13121554882969,939.8147209935436,0.9714680772767681,0.3826834323650899,-0.9238795325112867,0.017213356155834685,0.9998518392091162,3.2848000526428334,3.1201776663462333,2.7471332550049,,,3.0205777088801082,,3.8627140267690234
2020-01-01 10:45:00+09:30,3.475489060084,949.0,921.625,124.75,35.849999999999994,8.3,39.0,18.0,952.5,0.0,64.20391617743465,94.15169349225033,974.3203660605309,0.9740122787713976,0.32143946530316175,-0.9469301294951056,0.017213356155834685,0.9998518392091162,3.3842666943868003,3.2848000526428334,2.9301998615264666,,,3.1798610687255833,,3.8627140267690234
2020-01-01 11:00:00+09:30,3.5479114850362,985.0,930.1,127.0,36.3,7.4,51.0,18.0,952.4,0.0,67.6267967930593,93.12587784401671,1004.8692243217098,0.9802270545850167,0.258819045102521,-0.9659258262890682,0.017213356155834685,0.9998518392091162,3.475489060084,3.3842666943868003,3.1201776663462333,,,3.3161833683649666,,3.8627140267690234
2020-01-01 11:15:00+09:30,3.6245775222778662,1005.75,933.575,129.5,36.625,6.75,60.0,17.75,952.25,0.0,71.05318550711502,92.02117983080348,1031.3217208519854,0.9752049042166392,0.19509032201612816,-0.9807852804032304,0.017213356155834685,0.9998518392091162,3.5479114850362,3.475489060084,3.2848000526428334,,,3.423116823037458,,3.8627140267690234
2020-01-01 11:30:00+09:30,3.6852223078410002,1026.5,937.05,132.0,36.95,6.1,69.0,17.5,952.0999999999999,0.0,74.48204794801151,90.77763250820954,1053.5576306265878,0.9743178447575804,0.130526192220052,-0.9914448613738104,0.017213356155834685,0.9998518392091162,3.6245775222778662,3.5479114850362,3.3842666943868003,,,3.5080611904462167,,3.8627140267690234
2020-01-01 11:45:00+09:30,3.783644358317067,1047.25,940.525,134.5,37.275,5.45,78.0,17.25,951.9499999999999,0.0,77.91196090081282,89.26896128540187,1071.47628967142,0.9773898032976078,0.06540312923014312,-0.9978589232386035,0.017213356155834685,0.9998518392091162,3.6852223078410002,3.6245775222778662,3.475489060084,,,3.583300093809767,,3.8627140267690234
2020-01-01 12:00:00+09:30,3.7739995320638333,1068.0,944.0,137.0,37.6,4.8,87.0,17.0,951.8,0.0,81.34028802538003,87.17139763457641,1084.9968116360296,0.9843346897854928,1.2246467991473532e-16,-1.0,0.017213356155834685,0.9998518392091162,3.783644358317067,3.6852223078410002,3.5479114850362,,,3.6603389183680335,,3.8627140267690234
2020-01-01 12:15:00+09:30,3.8508656819661664,1070.0,935.225,146.0,37.875,4.925,89.75,16.75,951.5999999999999,0.0,84.75914215820168,83.3210934122709,1094.0582739119966,0.9780100617255313,-0.06540312923014287,-0.9978589232386035,0.017213356155834685,0.9998518392091162,3.7739995320638333,3.783644358317067,3.6245775222778662,,,3.716860930124942,,3.8627140267690234
2020-01-01 12:30:00+09:30,3.8202662467956667,1072.0,926.45,155.0,38.150000000000006,5.05,92.5,16.5,951.4,0.0,88.10741807679322,68.24868539030672,1098.6199038231662,0.9757696872862673,-0.13052619222005177,-0.9914448613738104,0.017213356155834685,0.9998518392091162,3.8508656819661664,3.7739995320638333,3.6852223078410002,,,3.7734329700470166,,3.8627140267690234
2020-01-01 12:45:00+09:30,3.7795108159383335,1074.0,917.675,164.0,38.425000000000004,5.175,95.25,16.25,951.2,0.0,88.16875765620303,292.5761151754804,1098.6635340873584,0.9775513309378691,-0.19509032201612792,-0.9807852804032305,0.017213356155834685,0.9998518392091162,3.8202662467956667,3.8508656819661664,3.783644358317067,,,3.8071939547856832,,3.8627140267690234
2020-01-01 13:00:00+09:30,3.7791335582733,1076.0,908.9,173.0,38.7,5.3,98.0,16.0,951.0,0.0,84.82487330243853,276.82043583909297,1094.1889744533182,0.9833767522082684,-0.2588190451025208,-0.9659258262890683,0.017213356155834685,0.9998518392091162,3.7795108159383335,3.8202662467956667,3.7739995320638333,,,3.8061605691910003,,3.8627140267690234
2020-01-01 13:15:00+09:30,3.692822138468433,1029.5,870.525,174.0,38.825,5.575,98.0,15.75,950.8,0.0,81.40631093839258,272.90662103337627,1085.2137503827084,0.9486610353369919,-0.32143946530316153,-0.9469301294951057,0.017213356155834685,0.9998518392091162,3.7791335582733,3.7795108159383335,3.8508656819661664,,,3.8074440757433665,,3.8627140267690234
2020-01-01 13:30:00+09:30,3.5984001159668,983.0,832.15,175.0,38.95,5.85,98.0,15.5,950.6,0.0,77.97793379093561,270.79142384070667,1071.778078179545,0.9171674808554231,-0.38268343236508967,-0.9238795325112868,0.017213356155834685,0.9998518392091162,3.692822138468433,3.7791335582733,3.8202662467956667,,,3.767933189868933,,3.8627140267690234
2020-01-01 13:45:00+09:30,3.6691335837046335,936.5,793.775,176.0,39.075,6.125,98.0,15.25,950.4000000000001,0.0,74.54785068569987,269.27561642630064,1053.9423327849815,0.8885685401072685,-0.44228869021900147,-0.8968727415326883,0.017213356155834685,0.9998518392091162,3.5984001159668,3.692822138468433,3.7795108159383335,,,3.7124666571617166,,3.8627140267690234
2020-01-01 14:00:00+09:30,3.559933423995933,890.0,755.4,177.0,39.2,6.4,98.0,15.0,950.2,0.0,71.1187401233706,268.02861765616086,1031.7868641381706,0.8625812470905975,-0.4999999999999997,-0.8660254037844388,0.017213356155834685,0.9998518392091162,3.6691335837046335,3.5984001159668,3.7791335582733,,,3.6848723491032915,,3.8627140267690234
2020-01-01 14:15:00+09:30,3.5144887765248334,857.5,715.825,197.25,39.325,6.975,95.0,14.75,950.0500000000001,0.0,67.69203646299994,266.92211124489705,1005.4118042084184,0.8528843568483141,-0.555570233019602,-0.8314696123025455,0.017213356155834685,0.9998518392091162,3.559933423995933,3.6691335837046335,3.692822138468433,,,3.63007231553395,,3.8627140267690234
2020-01-01 14:30:00+09:30,3.3094220956166667,825.0,676.25,217.5,39.45,7.55,92.0,14.5,949.9000000000001,0.0,64.26877756027605,265.8953481872847,974.9368595608727,0.8462086461389852,-0.6087614290087207,-0.7933533402912352,0.017213356155834685,0.9998518392091162,3.5144887765248334,3.559933423995933,3.5984001159668,,,3.58548897504805,,3.8627140267690234
2020-01-01 14:45:00+09:30,3.2193557421366332,792.5,636.675,237.75,39.575,8.125,89.0,14.25,949.75,0.0,60.84985894876549,264.91538900182894,940.5011042364539,0.8426359059337749,-0.6593458151000688,-0.7518398074789774,0.017213356155834685,0.9998518392091162,3.3094220956166667,3.5144887765248334,3.6691335837046335,,,3.5132444699605165,,3.8627140267690234
2020-01-01 15:00:00+09:30,2.9888443946838,760.0,597.1,258.0,39.7,8.7,86.0,14.0,949.6,0.0,57.43613056172303,263.9624280777451,902.2627847057191,0.842326662345805,-0.7071067811865471,-0.7071067811865479,0.017213356155834685,0.9998518392091162,3.2193557421366332,3.3094220956166667,3.559933423995933,,,3.4008000095685165,,3.8627140267690234
2020-01-01 15:15:00+09:30,2.8633331457774,721.0,606.625,234.75,39.7,9.399999999999999,82.25,14.0,949.45,0.0,54.028443291751984,263.02349293491966,860.3992033512274,0.8379831096910924,-0.7518398074789773,-0.6593458151000691,0.017213356155834685,0.9998518392091162,2.9888443946838,3.2193557421366332,3.5144887765248334,,,3.2580277522404835,,3.8627140267690234
2020-01-01 15:30:00+09:30,2.7883997758229335,682.0,616.1500000000001,211.5,39.7,10.1,78.5,14.0,949.3,0.0,50.62767599254126,262.0894224183269,815.1067339225384,0.8367002401243959,-0.7933533402912349,-0.6087614290087209,0.017213356155834685,0.9998518392091162,2.8633331457774,2.9888443946838,3.3094220956166667,,,3.095238844553625,,3.8627140267690234
2020-01-01 15:45:00+09:30,2.1477555433909,643.0,625.6750000000001,188.25,39.7,10.8,74.75,14.0,949.15,0.0,47.23475326612681,261.15328706252365,766.6010419638606,0.8387674485189555,-0.8314696123025452,-0.5555702330196022,0.017213356155834685,0.9998518392091162,2.7883997758229335,2.8633331457774,3.2193557421366332,,,2.9649832646051917,,3.8627140267690234
2020-01-01 16:00:00+09:30,2.3467333316803,604.0,635.2,165.0,39.7,11.5,71.0,14.0,949.0,0.0,43.850661794668326,260.2095036618651,715.1176889917581,0.8446162209350149,-0.8660254037844385,-0.5000000000000004,0.017213356155834685,0.9998518392091162,2.1477555433909,2.7883997758229335,2.9888443946838,,,2.6970832149187585,,3.8627140267690234
2020-01-01 16:15:00+09:30,2.2075554529826,555.25,612.5250000000001,157.25,39.650000000000006,12.775,65.75,14.0,949.075,0.0,40.47646643482122,259.2533078083684,660.913337245579,0.8401252762034712,-0.8968727415326883,-0.44228869021900136,0.017213356155834685,0.9998518392091162,2.3467333316803,2.1477555433909,2.8633331457774,,,2.5365554491678832,,3.8627140267690234
2020-01-01 16:30:00+09:30,1.6052222251892332,506.5,589.85,149.5,39.6,14.05,60.5,14.0,949.15,0.0,37.1133265005496,258.2804213390595,604.2679086619611,0.8382043672012138,-0.9238795325112868,-0.3826834323650895,0.017213356155834685,0.9998518392091162,2.2075554529826,2.3467333316803,2.7883997758229335,,,2.3726110259691833,,3.8627140267690234
2020-01-01 16:45:00+09:30,1.7603110869725667,457.75,567.175,141.75,39.55,15.325000000000001,55.25,14.0,949.2249999999999,0.0,33.762516711239776,257.28683149685844,545.4883795292226,0.83915628119348,-0.9469301294951056,-0.3214394653031618,0.017213356155834685,0.9998518392091162,1.6052222251892332,2.2075554529826,2.1477555433909,,,2.0768166383107585,,3.8627140267690234
2020-01-01 17:00:00+09:30,1.40333334604899,409.0,544.5,134.0,39.5,16.6,50.0,14.0,949.3,0.0,30.425453812334137,256.26863572158595,484.91531807715467,0.8434462363899261,-0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162,1.7603110869725667,1.6052222251892332,2.3467333316803,,,1.979955524206175,,3.8627140267690234
2020-01-01 17:15:00+09:30,0.78266668319702,357.0,509.075,121.0,39.3,17.425,56.0,14.0,949.3,0.0,27.103731500491165,255.22192555874457,422.9342038705418,0.8441029283819192,-0.9807852804032303,-0.19509032201612866,0.017213356155834685,0.9998518392091162,1.40333334604899,1.7603110869725667,2.2075554529826,,,1.7441055277983475,,3.8627140267690234
2020-01-01 17:30:00+09:30,0.78971121708552,305.0,473.65,108.0,39.1,18.25,62.0,14.0,949.3,0.0,23.799173868407298,254.1426949507192,359.9955493173752,0.8472326965662271,-0.9914448613738104,-0.13052619222005163,0.017213356155834685,0.9998518392091162,0.78266668319702,1.40333334604899,1.6052222251892332,,,1.3878833353519524,,3.8627140267690234
2020-01-01 17:45:00+09:30,0.6948222021261866,253.0,438.225,95.0,38.900000000000006,19.075,68.0,14.0,949.3,0.0,20.51392169150699,253.02676293439976,296.6518647515646,0.8528515410205783,-0.9978589232386035,-0.06540312923014273,0.017213356155834685,0.9998518392091162,0.78971121708552,0.78266668319702,1.7603110869725667,,,1.1840055833260241,,3.8627140267690234
2020-01-01 18:00:00+09:30,0.37673329313596,201.0,402.8,82.0,38.7,19.9,74.0,14.0,949.3,0.0,17.25058632477538,251.86970414441566,233.62882077600136,0.8603390597631564,-1.0,-1.8369701987210297e-16,0.017213356155834685,0.9998518392091162,0.6948222021261866,0.78971121708552,1.40333334604899,,,0.9176333621144291,,3.8627140267690234
2020-01-01 18:15:00+09:30,0.22717776397863668,161.25,339.125,67.75,38.425000000000004,20.375,74.75,14.0,949.4,0.0,14.012566361534354,250.6667839547239,171.97061540388364,0.9376601904999549,-0.9978589232386036,0.06540312923014237,0.017213356155834685,0.9998518392091162,0.37673329313596,0.6948222021261866,0.78266668319702,,,0.6609833488861716,,3.8627140267690234
2020-01-01 18:30:00+09:30,0.17951112488905333,121.5,275.45,53.5,38.150000000000006,20.85,75.5,14.0,949.5,0.0,10.804796872560575,249.41289519601492,113.35700178048472,1.071834982326757,-0.9914448613738105,0.13052619222005127,0.017213356155834685,0.9998518392091162,0.22717776397863668,0.37673329313596,0.78971121708552,,,0.5221111190815758,,3.8627140267690234
2020-01-01 18:45:00+09:30,0.13293333351612,81.75,211.775,39.25,37.875,21.325,76.25,14.0,949.6,0.0,7.635875437036976,248.10249420761556,60.83246534319327,1.3438547910034235,-0.9807852804032304,0.1950903220161283,0.017213356155834685,0.9998518392091162,0.17951112488905333,0.22717776397863668,0.6948222021261866,,,0.3695610960324591,,3.8627140267690234
2020-01-01 19:00:00+09:30,0.082177773118019,42.0,148.1,25.0,37.6,21.8,77.0,14.0,949.7,0.0,4.525726213394535,246.72953623622544,20.378060036630924,1.5,-0.9659258262890684,0.2588190451025203,0.017213356155834685,0.9998518392091162,0.13293333351612,0.17951112488905333,0.37673329313596,,,0.2290888788799425,,3.8627140267690234
2020-01-01 19:15:00+09:30,0.0187555525044444,31.5,111.07499999999999,18.75,37.375,21.5,66.5,14.25,949.85,0.0,1.5428126621629519,245.28740952727512,1.4552154614866482,1.5,-0.9469301294951057,0.3214394653031615,0.017213356155834685,0.9998518392091162,0.082177773118019,0.13293333351612,0.22717776397863668,,,0.15544999887545727,,3.8627140267690234
2020-01-01 19:30:00+09:30,0.0,21.0,74.05,12.5,37.150000000000006,21.200000000000003,56.0,14.5,950.0,0.0,-1.873292646681829,243.76886808026464,0.0,1.5,-0.923879532511287,0.38268343236508917,0.017213356155834685,0.9998518392091162,0.0187555525044444,0.082177773118019,0.17951112488905333,,,0.10334444600690917,,3.8627140267690234
2020-01-01 19:45:00+09:30,0.0,10.5,37.025000000000006,6.25,36.925000000000004,20.900000000000002,45.5,14.75,950.15,0.0,-4.929893179733546,242.1659657599658,0.0,1.5,-0.8968727415326884,0.442288690219001,0.017213356155834685,0.9998518392091162,0.0,0.0187555525044444,0.13293333351612,,,0.05846666478464585,,3.8627140267690234
